Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality 
2024-03-08 03:24,,,1,1,1,1,p
2024-03-08 03:30,,,1,1,1,1,p
2024-03-08 03:36,,,1,1,1,1,p
2024-03-08 03:42,,,1,1,1,1,p
2024-03-08 03:48,,,1,1,1,1,p
2024-03-08 03:54,,,1,1,1,1,p
2024-03-08 04:00,,,1,1,1,1,p
2024-03-08 04:06,1.135,0.016,1,0,0,0,p
2024-03-08 04:12,1.145,0.018,1,0,0,0,p
2024-03-08 04:18,1.153,0.021,1,0,0,0,p
2024-03-08 04:24,1.176,0.024,0,0,0,0,p
2024-03-08 04:30,1.193,0.026,0,0,0,0,p
2024-03-08 04:36,1.215,0.035,0,0,0,0,p
2024-03-08 04:42,1.244,0.034,0,0,0,0,p
2024-03-08 04:48,1.269,0.031,0,0,0,0,p
2024-03-08 04:54,1.283,0.036,0,0,0,0,p
2024-03-08 05:00,1.305,0.032,0,0,0,0,p
2024-03-08 05:06,1.322,0.031,0,0,0,0,p
2024-03-08 05:12,1.339,0.029,0,0,0,0,p
2024-03-08 05:18,1.36,0.032,0,0,0,0,p
2024-03-08 05:24,1.38,0.033,0,0,0,0,p
2024-03-08 05:30,1.403,0.03,0,0,0,0,p
2024-03-08 05:36,1.421,0.028,1,0,0,0,p
2024-03-08 05:42,1.438,0.036,0,0,0,0,p
2024-03-08 05:48,1.45,0.03,0,0,0,0,p
2024-03-08 05:54,1.447,0.03,0,0,0,0,p
2024-03-08 06:00,1.463,0.027,1,0,0,0,p
2024-03-08 06:06,1.472,0.03,0,0,0,0,p
2024-03-08 06:12,1.482,0.028,1,0,0,0,p
2024-03-08 06:18,1.495,0.03,1,0,0,0,p
2024-03-08 06:24,1.505,0.026,1,0,0,0,p
2024-03-08 06:30,1.505,0.027,1,0,0,0,p
2024-03-08 06:36,1.508,0.025,0,0,0,0,p
2024-03-08 06:42,1.507,0.026,1,0,0,0,p
2024-03-08 06:48,1.495,0.026,0,0,0,0,p
2024-03-08 06:54,1.488,0.027,0,0,0,0,p
2024-03-08 07:00,1.484,0.028,0,0,0,0,p
2024-03-08 07:06,1.481,0.027,0,0,0,0,p
2024-03-08 07:12,1.472,0.027,1,0,0,0,p
2024-03-08 07:18,1.458,0.026,0,0,0,0,p
2024-03-08 07:24,1.444,0.026,0,0,0,0,p
2024-03-08 07:30,1.426,0.03,1,0,0,0,p
2024-03-08 07:36,1.41,0.029,0,0,0,0,p
2024-03-08 07:42,1.392,0.027,0,0,0,0,p
2024-03-08 07:48,1.385,0.026,1,0,0,0,p
2024-03-08 07:54,1.369,0.034,1,0,0,0,p
2024-03-08 08:00,1.361,0.028,1,0,0,0,p
2024-03-08 08:06,1.351,0.029,1,0,0,0,p
2024-03-08 08:12,1.33,0.029,1,0,0,0,p
2024-03-08 08:18,1.309,0.032,0,0,0,0,p
2024-03-08 08:24,1.284,0.027,0,0,0,0,p
2024-03-08 08:30,1.269,0.028,0,0,0,0,p
2024-03-08 08:36,1.252,0.028,0,0,0,0,p
2024-03-08 08:42,1.241,0.023,0,0,0,0,p
2024-03-08 08:48,1.225,0.022,1,0,0,0,p
2024-03-08 08:54,,,1,1,1,1,p
2024-03-08 09:00,,,1,1,1,1,p
2024-03-08 09:06,,,1,1,1,1,p
2024-03-08 09:12,,,1,1,1,1,p
2024-03-08 09:18,,,1,1,1,1,p
2024-03-08 09:24,,,1,1,1,1,p
2024-03-08 09:30,,,1,1,1,1,p
2024-03-08 09:36,,,1,1,1,1,p
2024-03-08 09:42,,,1,1,1,1,p
2024-03-08 09:48,,,1,1,1,1,p
2024-03-08 09:54,,,1,1,1,1,p
2024-03-08 10:00,,,1,1,1,1,p
2024-03-08 10:06,,,1,1,1,1,p
2024-03-08 10:12,,,1,1,1,1,p
2024-03-08 10:18,,,1,1,1,1,p
2024-03-08 10:24,,,1,1,1,1,p
2024-03-08 10:30,,,1,1,1,1,p
2024-03-08 10:36,,,1,1,1,1,p
2024-03-08 10:42,,,1,1,1,1,p
2024-03-08 10:48,,,1,1,1,1,p
2024-03-08 10:54,,,1,1,1,1,p
2024-03-08 11:00,,,1,1,1,1,p
2024-03-08 11:06,,,1,1,1,1,p
2024-03-08 11:12,,,1,1,1,1,p
2024-03-08 11:18,,,1,1,1,1,p
2024-03-08 11:24,,,1,1,1,1,p
2024-03-08 11:30,,,1,1,1,1,p
2024-03-08 11:36,,,1,1,1,1,p
2024-03-08 11:42,,,1,1,1,1,p
2024-03-08 11:48,,,1,1,1,1,p
2024-03-08 11:54,,,1,1,1,1,p
2024-03-08 12:00,,,1,1,1,1,p
2024-03-08 12:06,,,1,1,1,1,p
2024-03-08 12:12,,,1,1,1,1,p
2024-03-08 12:18,,,1,1,1,1,p
2024-03-08 12:24,,,1,1,1,1,p
2024-03-08 12:30,,,1,1,1,1,p
2024-03-08 12:36,,,1,1,1,1,p
2024-03-08 12:42,,,1,1,1,1,p
2024-03-08 12:48,,,1,1,1,1,p
2024-03-08 12:54,,,1,1,1,1,p
2024-03-08 13:00,,,1,1,1,1,p
2024-03-08 13:06,,,1,1,1,1,p
2024-03-08 13:12,,,1,1,1,1,p
2024-03-08 13:18,,,1,1,1,1,p
2024-03-08 13:24,,,1,1,1,1,p
2024-03-08 13:30,,,1,1,1,1,p
2024-03-08 13:36,,,1,1,1,1,p
2024-03-08 13:42,,,1,1,1,1,p
2024-03-08 13:48,1.212,0.031,1,0,0,0,p
2024-03-08 13:54,1.24,0.037,0,0,0,0,p
2024-03-08 14:00,1.26,0.044,0,0,0,0,p
2024-03-08 14:06,1.299,0.039,0,0,0,0,p
2024-03-08 14:12,1.334,0.034,0,0,0,0,p
2024-03-08 14:18,1.365,0.029,1,0,0,0,p
2024-03-08 14:24,1.384,0.024,1,0,0,0,p
2024-03-08 14:30,1.414,0.032,0,0,0,0,p
2024-03-08 14:36,1.441,0.027,0,0,0,0,p
2024-03-08 14:42,1.461,0.023,1,0,0,0,p
2024-03-08 14:48,1.485,0.024,1,0,0,0,p
2024-03-08 14:54,1.513,0.023,0,0,0,0,p
2024-03-08 15:00,1.54,0.022,0,0,0,0,p
2024-03-08 15:06,1.564,0.021,0,0,0,0,p
2024-03-08 15:12,1.601,0.021,0,0,0,0,p
2024-03-08 15:18,1.627,0.018,1,0,0,0,p
2024-03-08 15:24,1.644,0.017,0,0,0,0,p
2024-03-08 15:30,1.667,0.02,0,0,0,0,p
2024-03-08 15:36,1.696,0.021,0,0,0,0,p
2024-03-08 15:42,1.717,0.021,1,0,0,0,p
2024-03-08 15:48,1.741,0.017,0,0,0,0,p
2024-03-08 15:54,1.753,0.018,1,0,0,0,p
2024-03-08 16:00,1.773,0.016,1,0,0,0,p
2024-03-08 16:06,1.801,0.017,0,0,0,0,p
2024-03-08 16:12,1.823,0.017,0,0,0,0,p
2024-03-08 16:18,1.832,0.016,0,0,0,0,p
2024-03-08 16:24,1.839,0.018,0,0,0,0,p
2024-03-08 16:30,1.855,0.014,1,0,0,0,p
2024-03-08 16:36,1.866,0.015,0,0,0,0,p
2024-03-08 16:42,1.885,0.016,1,0,0,0,p
2024-03-08 16:48,1.903,0.018,0,0,0,0,p
2024-03-08 16:54,1.923,0.014,1,0,0,0,p
2024-03-08 17:00,1.935,0.014,1,0,0,0,p
2024-03-08 17:06,1.946,0.017,1,0,0,0,p
2024-03-08 17:12,1.948,0.015,1,0,0,0,p
2024-03-08 17:18,1.941,0.014,1,0,0,0,p
2024-03-08 17:24,1.949,0.013,0,0,0,0,p
2024-03-08 17:30,1.953,0.015,0,0,0,0,p
2024-03-08 17:36,1.95,0.016,0,0,0,0,p
2024-03-08 17:42,1.945,0.014,1,0,0,0,p
2024-03-08 17:48,1.942,0.016,1,0,0,0,p
2024-03-08 17:54,1.937,0.017,1,0,0,0,p
2024-03-08 18:00,1.93,0.017,1,0,0,0,p
2024-03-08 18:06,1.915,0.018,0,0,0,0,p
2024-03-08 18:12,1.899,0.016,0,0,0,0,p
2024-03-08 18:18,1.871,0.022,0,0,0,0,p
2024-03-08 18:24,1.843,0.016,0,0,0,0,p
2024-03-08 18:30,1.822,0.021,0,0,0,0,p
2024-03-08 18:36,1.796,0.017,1,0,0,0,p
2024-03-08 18:42,1.776,0.02,1,0,0,0,p
2024-03-08 18:48,1.746,0.021,0,0,0,0,p
2024-03-08 18:54,1.706,0.022,0,0,0,0,p
2024-03-08 19:00,1.663,0.023,0,0,0,0,p
2024-03-08 19:06,1.62,0.024,0,0,0,0,p
2024-03-08 19:12,1.581,0.02,1,0,0,0,p
2024-03-08 19:18,1.549,0.017,0,0,0,0,p
2024-03-08 19:24,1.508,0.023,0,0,0,0,p
2024-03-08 19:30,1.459,0.029,0,0,0,0,p
2024-03-08 19:36,1.409,0.027,0,0,0,0,p
2024-03-08 19:42,1.35,0.032,1,0,0,0,p
2024-03-08 19:48,1.297,0.033,0,0,0,0,p
2024-03-08 19:54,1.24,0.03,0,0,0,0,p
2024-03-08 20:00,1.194,0.026,0,0,0,0,p
2024-03-08 20:06,1.161,0.021,1,0,0,0,p
2024-03-08 20:12,1.154,0.009,0,0,0,0,p
2024-03-08 20:18,1.115,0.005,0,0,0,0,p
2024-03-08 20:24,1.087,0.006,0,0,0,0,p
2024-03-08 20:30,1.07,0.007,0,0,0,0,p
2024-03-08 20:36,1.044,0.009,0,0,0,0,p
2024-03-08 20:42,1.018,0.008,0,0,0,0,p
2024-03-08 20:48,0.988,0.007,0,0,0,0,p
2024-03-08 20:54,0.97,0.008,0,0,0,0,p
2024-03-08 21:00,0.943,0.008,0,0,0,0,p
2024-03-08 21:06,,,1,1,1,1,p
2024-03-08 21:12,,,1,1,1,1,p
2024-03-08 21:18,,,1,1,1,1,p
2024-03-08 21:24,,,1,1,1,1,p
2024-03-08 21:30,,,1,1,1,1,p
2024-03-08 21:36,,,1,1,1,1,p
2024-03-08 21:42,,,1,1,1,1,p
2024-03-08 21:48,,,1,1,1,1,p
2024-03-08 21:54,,,1,1,1,1,p
2024-03-08 22:00,,,1,1,1,1,p
2024-03-08 22:06,,,1,1,1,1,p
2024-03-08 22:12,,,1,1,1,1,p
2024-03-08 22:18,,,1,1,1,1,p
2024-03-08 22:24,,,1,1,1,1,p
2024-03-08 22:30,,,1,1,1,1,p
2024-03-08 22:36,,,1,1,1,1,p
2024-03-08 22:42,,,1,1,1,1,p
2024-03-08 22:48,,,1,1,1,1,p
2024-03-08 22:54,,,1,1,1,1,p
2024-03-08 23:00,,,1,1,1,1,p
2024-03-08 23:06,,,1,1,1,1,p
2024-03-08 23:12,,,1,1,1,1,p
2024-03-08 23:18,,,1,1,1,1,p
2024-03-08 23:24,,,1,1,1,1,p
2024-03-08 23:30,,,1,1,1,1,p
2024-03-08 23:36,,,1,1,1,1,p
2024-03-08 23:42,,,1,1,1,1,p
2024-03-08 23:48,,,1,1,1,1,p
2024-03-08 23:54,,,1,1,1,1,p
2024-03-09 00:00,,,1,1,1,1,p
2024-03-09 00:06,,,1,1,1,1,p
2024-03-09 00:12,,,1,1,1,1,p
2024-03-09 00:18,,,1,1,1,1,p
2024-03-09 00:24,,,1,1,1,1,p
2024-03-09 00:30,,,1,1,1,1,p
2024-03-09 00:36,,,1,1,1,1,p
2024-03-09 00:42,,,1,1,1,1,p
2024-03-09 00:48,,,1,1,1,1,p
2024-03-09 00:54,,,1,1,1,1,p
2024-03-09 01:00,,,1,1,1,1,p
2024-03-09 01:06,,,1,1,1,1,p
2024-03-09 01:12,,,1,1,1,1,p
2024-03-09 01:18,,,1,1,1,1,p
2024-03-09 01:24,,,1,1,1,1,p
2024-03-09 01:30,,,1,1,1,1,p
2024-03-09 01:36,,,1,1,1,1,p
2024-03-09 01:42,,,1,1,1,1,p
2024-03-09 01:48,,,1,1,1,1,p
2024-03-09 01:54,,,1,1,1,1,p
2024-03-09 02:00,,,1,1,1,1,p
2024-03-09 02:06,,,1,1,1,1,p
2024-03-09 02:12,,,1,1,1,1,p
2024-03-09 02:18,,,1,1,1,1,p
2024-03-09 02:24,,,1,1,1,1,p
2024-03-09 02:30,,,1,1,1,1,p
2024-03-09 02:36,,,1,1,1,1,p
2024-03-09 02:42,,,1,1,1,1,p
2024-03-09 02:48,,,1,1,1,1,p
2024-03-09 02:54,,,1,1,1,1,p
2024-03-09 03:00,,,1,1,1,1,p
2024-03-09 03:06,,,1,1,1,1,p
2024-03-09 03:12,,,1,1,1,1,p
2024-03-09 03:18,,,1,1,1,1,p
2024-03-09 03:24,,,1,1,1,1,p
2024-03-09 03:30,,,1,1,1,1,p
2024-03-09 03:36,,,1,1,1,1,p
2024-03-09 03:42,,,1,1,1,1,p
2024-03-09 03:48,,,1,1,1,1,p
2024-03-09 03:54,0.929,0.008,0,0,0,0,p
2024-03-09 04:00,0.959,0.011,0,0,0,0,p
2024-03-09 04:06,0.988,0.008,0,0,0,0,p
2024-03-09 04:12,1.02,0.008,0,0,0,0,p
2024-03-09 04:18,1.044,0.009,0,0,0,0,p
2024-03-09 04:24,1.078,0.009,0,0,0,0,p
2024-03-09 04:30,1.102,0.009,0,0,0,0,p
2024-03-09 04:36,1.132,0.02,0,0,0,0,p
2024-03-09 04:42,1.144,0.023,1,0,0,0,p
2024-03-09 04:48,1.167,0.033,0,0,0,0,p
2024-03-09 04:54,1.184,0.029,0,0,0,0,p
2024-03-09 05:00,1.202,0.034,0,0,0,0,p
2024-03-09 05:06,1.223,0.031,0,0,0,0,p
2024-03-09 05:12,1.25,0.031,0,0,0,0,p
2024-03-09 05:18,1.28,0.031,0,0,0,0,p
2024-03-09 05:24,1.315,0.027,1,0,0,0,p
2024-03-09 05:30,1.343,0.03,1,0,0,0,p
2024-03-09 05:36,1.374,0.02,0,0,0,0,p
2024-03-09 05:42,1.398,0.023,0,0,0,0,p
2024-03-09 05:48,1.43,0.022,1,0,0,0,p
2024-03-09 05:54,1.453,0.022,1,0,0,0,p
2024-03-09 06:00,1.475,0.018,1,0,0,0,p
2024-03-09 06:06,1.498,0.015,1,0,0,0,p
2024-03-09 06:12,1.51,0.017,1,0,0,0,p
2024-03-09 06:18,1.526,0.019,0,0,0,0,p
2024-03-09 06:24,1.546,0.018,0,0,0,0,p
2024-03-09 06:30,1.55,0.015,1,0,0,0,p
2024-03-09 06:36,1.555,0.016,0,0,0,0,p
2024-03-09 06:42,1.563,0.016,0,0,0,0,p
2024-03-09 06:48,1.57,0.018,0,0,0,0,p
2024-03-09 06:54,1.578,0.015,1,0,0,0,p
2024-03-09 07:00,1.591,0.018,0,0,0,0,p
2024-03-09 07:06,1.6,0.018,0,0,0,0,p
2024-03-09 07:12,1.591,0.019,0,0,0,0,p
2024-03-09 07:18,1.578,0.026,1,0,0,0,p
2024-03-09 07:24,1.57,0.02,0,0,0,0,p
2024-03-09 07:30,1.564,0.02,0,0,0,0,p
2024-03-09 07:36,1.558,0.018,0,0,0,0,p
2024-03-09 07:42,1.55,0.022,0,0,0,0,p
2024-03-09 07:48,1.551,0.02,0,0,0,0,p
2024-03-09 07:54,1.54,0.018,1,0,0,0,p
2024-03-09 08:00,1.524,0.02,1,0,0,0,p
2024-03-09 08:06,1.514,0.018,0,0,0,0,p
2024-03-09 08:12,1.49,0.021,0,0,0,0,p
2024-03-09 08:18,1.465,0.017,1,0,0,0,p
2024-03-09 08:24,1.446,0.018,1,0,0,0,p
2024-03-09 08:30,1.418,0.021,0,0,0,0,p
2024-03-09 08:36,1.393,0.02,0,0,0,0,p
2024-03-09 08:42,1.379,0.024,0,0,0,0,p
2024-03-09 08:48,1.361,0.023,1,0,0,0,p
2024-03-09 08:54,1.338,0.024,0,0,0,0,p
2024-03-09 09:00,1.307,0.028,1,0,0,0,p
2024-03-09 09:06,1.269,0.029,0,0,0,0,p
2024-03-09 09:12,1.226,0.029,0,0,0,0,p
2024-03-09 09:18,1.202,0.029,0,0,0,0,p
2024-03-09 09:24,1.178,0.028,0,0,0,0,p
2024-03-09 09:30,1.159,0.026,0,0,0,0,p
2024-03-09 09:36,1.142,0.025,1,0,0,0,p
2024-03-09 09:42,1.122,0.017,1,0,0,0,p
2024-03-09 09:48,1.108,0.013,1,0,0,0,p
2024-03-09 09:54,1.089,0.009,0,0,0,0,p
2024-03-09 10:00,1.073,0.008,0,0,0,0,p
2024-03-09 10:06,1.047,0.008,0,0,0,0,p
2024-03-09 10:12,1.026,0.007,0,0,0,0,p
2024-03-09 10:18,1.014,0.008,0,0,0,0,p
2024-03-09 10:24,0.995,0.007,0,0,0,0,p
2024-03-09 10:30,0.981,0.007,0,0,0,0,p
2024-03-09 10:36,0.965,0.006,0,0,0,0,p
2024-03-09 10:42,0.962,0.006,0,0,0,0,p
2024-03-09 10:48,0.95,0.007,0,0,0,0,p
2024-03-09 10:54,0.936,0.007,0,0,0,0,p
2024-03-09 11:00,,,1,1,1,1,p
2024-03-09 11:06,,,1,1,1,1,p
2024-03-09 11:12,,,1,1,1,1,p
2024-03-09 11:18,,,1,1,1,1,p
2024-03-09 11:24,,,1,1,1,1,p
2024-03-09 11:30,,,1,1,1,1,p
2024-03-09 11:36,,,1,1,1,1,p
2024-03-09 11:42,,,1,1,1,1,p
2024-03-09 11:48,,,1,1,1,1,p
2024-03-09 11:54,,,1,1,1,1,p
2024-03-09 12:00,,,1,1,1,1,p
2024-03-09 12:06,,,1,1,1,1,p
2024-03-09 12:12,,,1,1,1,1,p
2024-03-09 12:18,,,1,1,1,1,p
2024-03-09 12:24,,,1,1,1,1,p
2024-03-09 12:30,,,1,1,1,1,p
2024-03-09 12:36,,,1,1,1,1,p
2024-03-09 12:42,,,1,1,1,1,p
2024-03-09 12:48,,,1,1,1,1,p
2024-03-09 12:54,,,1,1,1,1,p
2024-03-09 13:00,,,1,1,1,1,p
2024-03-09 13:06,,,1,1,1,1,p
2024-03-09 13:12,,,1,1,1,1,p
2024-03-09 13:18,0.932,0.011,0,0,0,0,p
2024-03-09 13:24,0.936,0.009,0,0,0,0,p
2024-03-09 13:30,0.953,0.008,0,0,0,0,p
2024-03-09 13:36,0.972,0.009,0,0,0,0,p
2024-03-09 13:42,0.977,0.008,0,0,0,0,p
2024-03-09 13:48,0.984,0.011,1,0,0,0,p
2024-03-09 13:54,0.999,0.007,0,0,0,0,p
2024-03-09 14:00,1.007,0.008,0,0,0,0,p
2024-03-09 14:06,1.028,0.011,0,0,0,0,p
2024-03-09 14:12,1.04,0.009,0,0,0,0,p
2024-03-09 14:18,1.062,0.011,0,0,0,0,p
2024-03-09 14:24,1.094,0.012,1,0,0,0,p
2024-03-09 14:30,1.096,0.013,1,0,0,0,p
2024-03-09 14:36,1.113,0.028,1,0,0,0,p
2024-03-09 14:42,1.132,0.025,0,0,0,0,p
2024-03-09 14:48,1.147,0.035,0,0,0,0,p
2024-03-09 14:54,1.165,0.035,0,0,0,0,p
2024-03-09 15:00,1.192,0.034,0,0,0,0,p
2024-03-09 15:06,1.225,0.039,0,0,0,0,p
2024-03-09 15:12,1.26,0.04,1,0,0,0,p
2024-03-09 15:18,1.297,0.034,0,0,0,0,p
2024-03-09 15:24,1.327,0.03,0,0,0,0,p
2024-03-09 15:30,1.353,0.025,1,0,0,0,p
2024-03-09 15:36,1.381,0.026,1,0,0,0,p
2024-03-09 15:42,1.412,0.024,0,0,0,0,p
2024-03-09 15:48,1.45,0.027,0,0,0,0,p
2024-03-09 15:54,1.483,0.019,1,0,0,0,p
2024-03-09 16:00,1.505,0.018,0,0,0,0,p
2024-03-09 16:06,1.543,0.019,0,0,0,0,p
2024-03-09 16:12,1.583,0.019,1,0,0,0,p
2024-03-09 16:18,1.61,0.014,1,0,0,0,p
2024-03-09 16:24,1.639,0.019,0,0,0,0,p
2024-03-09 16:30,1.672,0.017,0,0,0,0,p
2024-03-09 16:36,1.701,0.019,0,0,0,0,p
2024-03-09 16:42,1.73,0.018,0,0,0,0,p
2024-03-09 16:48,1.751,0.017,0,0,0,0,p
2024-03-09 16:54,1.767,0.016,0,0,0,0,p
2024-03-09 17:00,1.778,0.016,1,0,0,0,p
2024-03-09 17:06,1.806,0.018,1,0,0,0,p
2024-03-09 17:12,1.831,0.022,0,0,0,0,p
2024-03-09 17:18,1.849,0.014,1,0,0,0,p
2024-03-09 17:24,1.859,0.014,1,0,0,0,p
2024-03-09 17:30,1.882,0.013,1,0,0,0,p
2024-03-09 17:36,1.904,0.016,1,0,0,0,p
2024-03-09 17:42,1.921,0.017,0,0,0,0,p
2024-03-09 17:48,1.94,0.015,1,0,0,0,p
2024-03-09 17:54,1.946,0.014,0,0,0,0,p
2024-03-09 18:00,1.954,0.014,0,0,0,0,p
2024-03-09 18:06,1.975,0.019,0,0,0,0,p
2024-03-09 18:12,1.98,0.016,0,0,0,0,p
2024-03-09 18:18,1.991,0.011,1,0,0,0,p
2024-03-09 18:24,1.991,0.017,0,0,0,0,p
2024-03-09 18:30,1.987,0.02,0,0,0,0,p
2024-03-09 18:36,1.984,0.015,0,0,0,0,p
2024-03-09 18:42,1.976,0.02,0,0,0,0,p
2024-03-09 18:48,1.968,0.02,0,0,0,0,p
2024-03-09 18:54,1.94,0.017,1,0,0,0,p
2024-03-09 19:00,1.923,0.02,0,0,0,0,p
2024-03-09 19:06,1.921,0.017,1,0,0,0,p
2024-03-09 19:12,1.896,0.019,0,0,0,0,p
2024-03-09 19:18,1.865,0.016,1,0,0,0,p
2024-03-09 19:24,1.842,0.02,0,0,0,0,p
2024-03-09 19:30,1.796,0.025,0,0,0,0,p
2024-03-09 19:36,1.761,0.017,1,0,0,0,p
2024-03-09 19:42,1.738,0.028,0,0,0,0,p
2024-03-09 19:48,1.71,0.028,0,0,0,0,p
2024-03-09 19:54,1.671,0.025,0,0,0,0,p
2024-03-09 20:00,1.634,0.023,0,0,0,0,p
2024-03-09 20:06,1.603,0.022,1,0,0,0,p
2024-03-09 20:12,1.559,0.023,0,0,0,0,p
2024-03-09 20:18,1.506,0.024,0,0,0,0,p
2024-03-09 20:24,1.461,0.024,0,0,0,0,p
2024-03-09 20:30,1.404,0.026,0,0,0,0,p
2024-03-09 20:36,1.355,0.035,0,0,0,0,p
2024-03-09 20:42,1.289,0.04,1,0,0,0,p
2024-03-09 20:48,1.23,0.038,1,0,0,0,p
2024-03-09 20:54,1.18,0.034,0,0,0,0,p
2024-03-09 21:00,1.137,0.028,0,0,0,0,p
2024-03-09 21:06,1.114,0.019,1,0,0,0,p
2024-03-09 21:12,1.098,0.005,0,0,0,0,p
2024-03-09 21:18,1.063,0.008,0,0,0,0,p
2024-03-09 21:24,1.032,0.008,0,0,0,0,p
2024-03-09 21:30,1.011,0.007,0,0,0,0,p
2024-03-09 21:36,0.981,0.004,1,0,0,0,p
2024-03-09 21:42,0.961,0.003,0,0,0,0,p
2024-03-09 21:48,0.933,0.003,0,0,0,0,p
2024-03-09 21:54,,,1,1,1,1,p
2024-03-09 22:00,,,1,1,1,1,p
2024-03-09 22:06,,,1,1,1,1,p
2024-03-09 22:12,,,1,1,1,1,p
2024-03-09 22:18,,,1,1,1,1,p
2024-03-09 22:24,,,1,1,1,1,p
2024-03-09 22:30,,,1,1,1,1,p
2024-03-09 22:36,,,1,1,1,1,p
2024-03-09 22:42,,,1,1,1,1,p
2024-03-09 22:48,,,1,1,1,1,p
2024-03-09 22:54,,,1,1,1,1,p
2024-03-09 23:00,,,1,1,1,1,p
2024-03-09 23:06,,,1,1,1,1,p
2024-03-09 23:12,,,1,1,1,1,p
2024-03-09 23:18,,,1,1,1,1,p
2024-03-09 23:24,,,1,1,1,1,p
2024-03-09 23:30,,,1,1,1,1,p
2024-03-09 23:36,,,1,1,1,1,p
2024-03-09 23:42,,,1,1,1,1,p
2024-03-09 23:48,,,1,1,1,1,p
2024-03-09 23:54,,,1,1,1,1,p
2024-03-10 00:00,,,1,1,1,1,p
2024-03-10 00:06,,,1,1,1,1,p
2024-03-10 00:12,,,1,1,1,1,p
2024-03-10 00:18,,,1,1,1,1,p
2024-03-10 00:24,,,1,1,1,1,p
2024-03-10 00:30,,,1,1,1,1,p
2024-03-10 00:36,,,1,1,1,1,p
2024-03-10 00:42,,,1,1,1,1,p
2024-03-10 00:48,,,1,1,1,1,p
2024-03-10 00:54,,,1,1,1,1,p
2024-03-10 01:00,,,1,1,1,1,p
2024-03-10 01:06,,,1,1,1,1,p
2024-03-10 01:12,,,1,1,1,1,p
2024-03-10 01:18,,,1,1,1,1,p
2024-03-10 01:24,,,1,1,1,1,p
2024-03-10 01:30,,,1,1,1,1,p
2024-03-10 01:36,,,1,1,1,1,p
2024-03-10 01:42,,,1,1,1,1,p
2024-03-10 01:48,,,1,1,1,1,p
2024-03-10 01:54,,,1,1,1,1,p
2024-03-10 02:00,,,1,1,1,1,p
2024-03-10 02:06,,,1,1,1,1,p
2024-03-10 02:12,,,1,1,1,1,p
2024-03-10 02:18,,,1,1,1,1,p
2024-03-10 02:24,,,1,1,1,1,p
2024-03-10 02:30,,,1,1,1,1,p
2024-03-10 02:36,,,1,1,1,1,p
2024-03-10 02:42,,,1,1,1,1,p
2024-03-10 02:48,,,1,1,1,1,p
2024-03-10 02:54,,,1,1,1,1,p
2024-03-10 03:00,,,1,1,1,1,p
2024-03-10 03:06,,,1,1,1,1,p
2024-03-10 03:12,,,1,1,1,1,p
2024-03-10 03:18,,,1,1,1,1,p
2024-03-10 03:24,,,1,1,1,1,p
2024-03-10 03:30,,,1,1,1,1,p
2024-03-10 03:36,,,1,1,1,1,p
2024-03-10 03:42,,,1,1,1,1,p
2024-03-10 03:48,,,1,1,1,1,p
2024-03-10 03:54,,,1,1,1,1,p
2024-03-10 04:00,,,1,1,1,1,p
2024-03-10 04:06,,,1,1,1,1,p
2024-03-10 04:12,0.957,0.009,0,0,0,0,p
2024-03-10 04:18,0.984,0.011,1,0,0,0,p
2024-03-10 04:24,1.011,0.012,0,0,0,0,p
2024-03-10 04:30,1.043,0.009,0,0,0,0,p
2024-03-10 04:36,1.072,0.013,0,0,0,0,p
2024-03-10 04:42,1.106,0.016,0,0,0,0,p
2024-03-10 04:48,1.129,0.014,0,0,0,0,p
2024-03-10 04:54,1.162,0.017,0,0,0,0,p
2024-03-10 05:00,1.194,0.027,1,0,0,0,p
2024-03-10 05:06,1.218,0.04,0,0,0,0,p
2024-03-10 05:12,1.251,0.043,0,0,0,0,p
2024-03-10 05:18,1.269,0.043,0,0,0,0,p
2024-03-10 05:24,1.298,0.042,0,0,0,0,p
2024-03-10 05:30,1.333,0.04,0,0,0,0,p
2024-03-10 05:36,1.362,0.038,1,0,0,0,p
2024-03-10 05:42,1.391,0.038,0,0,0,0,p
2024-03-10 05:48,1.411,0.041,0,0,0,0,p
2024-03-10 05:54,1.438,0.035,1,0,0,0,p
2024-03-10 06:00,1.474,0.038,1,0,0,0,p
2024-03-10 06:06,1.518,0.038,1,0,0,0,p
2024-03-10 06:12,1.552,0.042,0,0,0,0,p
2024-03-10 06:18,1.567,0.038,0,0,0,0,p
2024-03-10 06:24,1.587,0.029,1,0,0,0,p
2024-03-10 06:30,1.598,0.029,0,0,0,0,p
2024-03-10 06:36,1.623,0.034,0,0,0,0,p
2024-03-10 06:42,1.656,0.03,1,0,0,0,p
2024-03-10 06:48,1.675,0.028,0,0,0,0,p
2024-03-10 06:54,1.687,0.027,0,0,0,0,p
2024-03-10 07:00,1.693,0.027,0,0,0,0,p
2024-03-10 07:06,1.708,0.025,0,0,0,0,p
2024-03-10 07:12,1.721,0.033,0,0,0,0,p
2024-03-10 07:18,1.717,0.034,1,0,0,0,p
2024-03-10 07:24,1.715,0.03,1,0,0,0,p
2024-03-10 07:30,1.718,0.039,1,0,0,0,p
2024-03-10 07:36,1.725,0.036,1,0,0,0,p
2024-03-10 07:42,1.732,0.036,1,0,0,0,p
2024-03-10 07:48,1.739,0.033,1,0,0,0,p
